Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
Chronicles Business Path,Edge Casts,Business & Finance,Y,Original,122,"$2,002",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Susan Anderson,M - 44%,25-45,$121k,Megaphone,Apple
Tales Education Vision,Prime Syndicate,General,Y,Original,71,"$3,285",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Russia,1,Mary Jackson,F - 54%,25-45,$225k,Megaphone,"Apple, Spotify"
Insights Science Vision,Echo Collective,General,Y,Original,133,"$3,770",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Susan Miller,M - 67%,25-45,$235k,Megaphone,Apple
Journey Food Path,Core Syndicate,General,Y,Original,286,"$2,612",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,Thomas Wilson,F - 86%,25-45,$290k,Megaphone,"Apple, Spotify"
Chronicles Health Path,Prime Broadcasts,Health & Wellness,Y,Original,268,"$1,688",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,William Miller,M - 89%,25-45,$297k,Megaphone,Apple
Digest History Path,Prime Casts,General,Y,Original,259,"$2,727",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Jennifer Moore,F - 20%,25-45,$375k,Megaphone,Spotify
Insights Food Sphere,Peak Productions,General,Y,Original,289,"$2,091",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Linda Davis,F - 20%,25-45,$353k,Megaphone,"Apple, Spotify"
Talks Health Quest,Next Broadcasts,Health & Wellness,Y,Original,172,"$2,981",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Joseph Anderson,F - 51%,25-45,$318k,Megaphone,"Apple, Spotify"
Insights Travel Vision,Pulse Productions,General,Y,Original,222,"$1,694",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Robert Garcia,M - 34%,25-45,$137k,Megaphone,"Apple, Spotify"
Daily Science Vision,Global Productions,General,Y,Original,10,"$2,261",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Mary Williams,F - 21%,25-45,$176k,Megaphone,Apple
Stories Entertainment Echo,Peak Media,Entertainment & Media,Y,Original,149,"$3,621",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Barbara Wilson,F - 12%,25-45,$241k,Megaphone,Spotify
Journey Travel Voyage,Pulse Collective,General,Y,Original,266,"$3,310",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Jennifer Brown,F - 33%,25-45,$355k,Megaphone,Spotify
Insights Entertainment Grid,Pulse Group,Entertainment & Media,Y,Original,203,"$2,257",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,William White,F - 80%,25-45,$391k,Megaphone,"Apple, Spotify"
World Sports Scope,Edge Media,General,Y,Original,93,"$2,597",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Michael White,F - 66%,25-45,$255k,Megaphone,Apple
Talks History Path,Edge Productions,General,Y,Original,17,"$2,036",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,William Wilson,F - 49%,25-45,$79k,Megaphone,Apple
Insights Business Sphere,Prime Channel,Business & Finance,Y,Original,67,"$1,743",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Patricia Jones,F - 19%,25-45,$369k,Megaphone,Spotify
Insights Science Path,Global Network,General,Y,Original,158,"$2,043",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Spain,1,Patricia Smith,M - 23%,25-45,$500k,Megaphone,Apple
Hour Health Path,Global Channel,Health & Wellness,Y,Original,58,"$1,024",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Mary Harris,F - 60%,25-45,$73k,Megaphone,Apple
Stories Sports Voyage,Edge Syndicate,General,Y,Original,210,"$2,429",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,James Garcia,F - 34%,25-45,$266k,Megaphone,"Apple, Spotify"
Tales Travel Quest,Echo Group,General,Y,Original,181,"$3,191",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Jessica Brown,F - 41%,25-45,$449k,Megaphone,Spotify
Digest Health Vision,Echo Casts,Health & Wellness,Y,Original,83,"$1,601",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Linda Williams,F - 51%,25-45,$218k,Megaphone,Spotify
Daily Sports Radar,Edge Studios,General,Y,Original,207,"$2,590",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Barbara Thomas,F - 66%,25-45,$51k,Megaphone,Apple
Hour Food Sphere,Star Productions,General,Y,Original,287,"$1,331",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,William Garcia,F - 77%,25-45,$350k,Megaphone,Apple
Insights Education Radar,Core Media,General,Y,Original,160,$638,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Charles Smith,F - 42%,25-45,$341k,Megaphone,Apple
Daily Entertainment Echo,Peak Broadcasts,Entertainment & Media,Y,Original,114,"$1,679",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,William Jackson,F - 36%,25-45,$391k,Megaphone,Apple
Insights Tech Echo,Edge Broadcasts,Technology,Y,Original,79,"$3,972",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Sarah Davis,F - 65%,25-45,$439k,Megaphone,"Apple, Spotify"
Insights Travel Wave,PodcastOne,General,Y,Original,124,"$1,896",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,William Taylor,M - 64%,25-45,$498k,Megaphone,Spotify
Hour Sports Scope,Elite Syndicate,General,Y,Original,134,"$2,423",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Karen Wilson,F - 81%,25-45,$335k,Megaphone,Spotify
Stories Science Echo,Edge Network,General,Y,Original,226,"$2,046",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,William Martinez,F - 11%,25-45,$310k,Megaphone,Apple
Hour Entertainment Grid,Prime Media,Entertainment & Media,Y,Original,277,"$1,333",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,William White,F - 89%,25-45,$425k,Megaphone,Apple
Tales Education Sphere,Star Productions,General,Y,Original,92,"$2,932",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Charles Smith,F - 15%,25-45,$380k,Megaphone,Apple
World Travel Sphere,Pulse Channel,General,Y,Original,120,"$2,110",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,Sarah Johnson,F - 69%,25-45,$466k,Megaphone,Spotify
Talks Education Grid,Edge Network,General,Y,Original,271,"$1,180",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Jennifer Thomas,M - 18%,25-45,$336k,Megaphone,Apple
Hour Science Voyage,Star Broadcasts,General,Y,Original,171,"$3,148",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Sarah Martinez,F - 55%,25-45,$154k,Megaphone,Spotify
Stories Sports Quest,Next Syndicate,General,Y,Original,136,"$2,028",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Joseph Smith,F - 48%,25-45,$498k,Megaphone,Apple
Insights Food Scope,Edge Channel,General,Y,Original,179,"$3,598",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,David Jones,F - 86%,25-45,$192k,Megaphone,Apple
World Entertainment Scope,Elite Network,Entertainment & Media,Y,Original,176,"$1,410",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,Patricia Brown,M - 59%,25-45,$458k,Megaphone,"Apple, Spotify"
Hour Tech Grid,Next Productions,Technology,Y,Original,32,"$1,767",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,Richard Martin,F - 13%,25-45,$308k,Megaphone,Apple
Chronicles Travel Voyage,Next Broadcasts,General,Y,Original,94,"$3,278",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Linda Jackson,M - 70%,25-45,$388k,Megaphone,Apple
Stories Education Echo,Elite Network,General,Y,Original,73,"$3,949",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Michael Wilson,M - 76%,25-45,$146k,Megaphone,"Apple, Spotify"
Talks Education Wave,Next Studios,General,Y,Original,272,"$2,316",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Elizabeth White,M - 72%,25-45,$321k,Megaphone,Spotify
Daily Tech Path,Wondery,Technology,Y,Original,117,"$2,066",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,William Davis,M - 58%,25-45,$312k,Megaphone,Apple
Journey Science Wave,Global Media,General,Y,Original,169,"$1,886",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Thomas Martin,M - 42%,25-45,$427k,Megaphone,"Apple, Spotify"
Hour Entertainment Wave,Pulse Productions,Entertainment & Media,Y,Original,174,"$3,880",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Sarah Smith,M - 57%,25-45,$157k,Megaphone,Apple
Tales Entertainment Radar,Pulse Channel,Entertainment & Media,Y,Original,69,"$2,596",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Thomas Harris,M - 61%,25-45,$136k,Megaphone,"Apple, Spotify"
Talks Sports Voyage,Star Channel,General,Y,Original,45,"$2,091",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Michael Miller,F - 89%,25-45,$126k,Megaphone,Spotify
Talks Travel Vision,Edge Media,General,Y,Original,63,"$3,116",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Robert Smith,M - 13%,25-45,$200k,Megaphone,Apple
Talks Sports Sphere,Prime Casts,General,Y,Original,263,"$1,052",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Michael Brown,F - 25%,25-45,$459k,Megaphone,"Apple, Spotify"
Daily Travel Path,Next Casts,General,Y,Original,138,"$1,971",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Elizabeth Thompson,F - 28%,25-45,$176k,Megaphone,Spotify
Journey Science Echo,Core Collective,General,Y,Original,251,"$3,357",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Thomas Garcia,M - 89%,25-45,$312k,Megaphone,Apple
Digest History Scope,Prime Media,General,Y,Original,131,"$3,087",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Jessica Smith,M - 57%,25-45,$301k,Megaphone,Apple
World Science Voyage,Prime Group,General,Y,Original,163,"$3,466",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Patricia Jones,M - 83%,25-45,$489k,Megaphone,Spotify
Talks Tech Wave,Global Syndicate,Technology,Y,Original,31,"$2,728",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Thomas Taylor,M - 78%,25-45,$120k,Megaphone,Spotify
Stories Education Voyage,Global Broadcasts,General,Y,Original,276,"$2,138",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,James Robinson,F - 73%,25-45,$405k,Megaphone,"Apple, Spotify"
World Tech Echo,Global Casts,Technology,Y,Original,80,"$3,143",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Linda Thomas,F - 74%,25-45,$330k,Megaphone,"Apple, Spotify"
Tales Health Quest,Core Syndicate,Health & Wellness,Y,Original,165,"$3,102",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Jennifer Taylor,F - 63%,25-45,$441k,Megaphone,"Apple, Spotify"
Journey Entertainment Radar,Prime Collective,Entertainment & Media,Y,Original,121,"$2,631",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Robert Garcia,M - 43%,25-45,$436k,Megaphone,Spotify
Tales Business Scope,Peak Media,Business & Finance,Y,Original,59,"$3,409",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Sarah Johnson,F - 23%,25-45,$385k,Megaphone,"Apple, Spotify"
World Science Vision,Elite Channel,General,Y,Original,103,"$1,766",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Jessica Miller,M - 17%,25-45,$70k,Megaphone,Spotify
World Business Vision,Edge Broadcasts,Business & Finance,Y,Original,50,"$2,048",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Karen Jones,M - 85%,25-45,$162k,Megaphone,Apple
Journey Tech Echo,Core Group,Technology,Y,Original,290,$721,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Jessica Jackson,M - 60%,25-45,$214k,Megaphone,"Apple, Spotify"
World Entertainment Quest,Global Broadcasts,Entertainment & Media,Y,Original,81,"$3,223",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,Joseph Martinez,M - 48%,25-45,$499k,Megaphone,Apple
Talks Business Wave,Pulse Network,Business & Finance,Y,Original,176,"$2,778",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,William Jackson,M - 22%,25-45,$214k,Megaphone,"Apple, Spotify"
Chronicles History Path,PRX,General,Y,Original,163,"$3,715",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,William Robinson,M - 62%,25-45,$375k,Megaphone,"Apple, Spotify"
World Business Sphere,Edge Syndicate,Business & Finance,Y,Original,246,"$1,309",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,James Smith,F - 21%,25-45,$78k,Megaphone,"Apple, Spotify"
Hour History Vision,Echo Media,General,Y,Original,172,"$1,027",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Patricia Miller,F - 75%,25-45,$110k,Megaphone,"Apple, Spotify"
Talks Travel Path,Edge Syndicate,General,Y,Original,284,"$3,811",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Elizabeth Jackson,F - 42%,25-45,$186k,Megaphone,"Apple, Spotify"
Insights Food Vision,Pulse Channel,General,Y,Original,224,$619,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,William Williams,F - 29%,25-45,$54k,Megaphone,Apple
Digest Entertainment Grid,Edge Network,Entertainment & Media,Y,Original,21,"$3,230",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Joseph Taylor,M - 64%,25-45,$131k,Megaphone,"Apple, Spotify"
Tales Sports Sphere,Edge Network,General,Y,Original,245,"$1,292",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Sarah Martinez,F - 54%,25-45,$187k,Megaphone,Spotify
Journey Business Quest,Global Syndicate,Business & Finance,Y,Original,169,"$2,393",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Robert Harris,F - 87%,25-45,$74k,Megaphone,"Apple, Spotify"
Insights History Vision,Prime Network,General,Y,Original,50,"$1,080",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Jessica White,M - 11%,25-45,$481k,Megaphone,"Apple, Spotify"
World Health Wave,Elite Studios,Health & Wellness,Y,Original,240,"$3,600",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Robert Anderson,M - 39%,25-45,$395k,Megaphone,Spotify
Chronicles Sports Path,Next Group,General,Y,Original,243,"$1,436",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Thomas Thomas,M - 48%,25-45,$122k,Megaphone,Spotify
Hour Science Vision,Star Media,General,Y,Original,61,"$2,519",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Mary Jackson,M - 22%,25-45,$293k,Megaphone,"Apple, Spotify"
Digest Business Radar,Edge Channel,Business & Finance,Y,Original,187,"$1,672",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Karen Thompson,F - 80%,25-45,$367k,Megaphone,"Apple, Spotify"
Insights Tech Voyage,Pulse Studios,Technology,Y,Original,251,"$2,534",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Joseph Thompson,F - 81%,25-45,$459k,Megaphone,Apple
Talks History Sphere,Elite Broadcasts,General,Y,Original,59,"$1,078",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Susan Jackson,M - 54%,25-45,$193k,Megaphone,Spotify
Talks Health Scope,Echo Studios,Health & Wellness,Y,Original,118,"$3,143",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Elizabeth Anderson,F - 24%,25-45,$289k,Megaphone,Apple
Journey Health Voyage,Global Studios,Health & Wellness,Y,Original,239,"$3,753",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Patricia Jones,M - 33%,25-45,$67k,Megaphone,Apple
Talks Travel Wave,Star Media,General,Y,Original,192,"$3,329",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,David Thomas,M - 55%,25-45,$446k,Megaphone,Apple
World Entertainment Radar,Echo Group,Entertainment & Media,Y,Original,77,"$2,569",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Karen Johnson,M - 37%,25-45,$244k,Megaphone,"Apple, Spotify"
Stories Entertainment Voyage,Elite Casts,Entertainment & Media,Y,Original,141,"$2,355",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Thomas Martinez,F - 15%,25-45,$63k,Megaphone,"Apple, Spotify"
Daily Education Wave,Pulse Broadcasts,General,Y,Original,267,"$2,099",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Michael Jackson,M - 21%,25-45,$474k,Megaphone,Spotify
Journey Food Radar,Global Studios,General,Y,Original,97,"$2,700",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,John Taylor,M - 77%,25-45,$276k,Megaphone,Apple
Chronicles Health Voyage,Elite Channel,Health & Wellness,Y,Original,70,"$1,986",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,William Jones,F - 78%,25-45,$487k,Megaphone,Apple
Stories Travel Scope,Star Collective,General,Y,Original,169,"$3,926",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Richard Harris,F - 57%,25-45,$119k,Megaphone,Spotify
Daily Tech Echo,Core Productions,Technology,Y,Original,65,"$2,241",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Robert Moore,F - 18%,25-45,$329k,Megaphone,Spotify
Hour Education Sphere,Pulse Network,General,Y,Original,271,"$3,346",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,William Garcia,M - 57%,25-45,$256k,Megaphone,"Apple, Spotify"
Insights Health Grid,Wondery,Health & Wellness,Y,Original,176,"$2,789",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Patricia Thompson,M - 63%,25-45,$280k,Megaphone,Spotify
